;clip_index;movie_id;annotator;label;concepts;comment;start_frame;end_frame;imdb_key;movie_title;framerate;subtitle;start_clip;end_clip
796;id_108;44;annotator1;Easy Negative;[];[];198171;204683;tt0110912;Pulp Fiction;23.976; I love you, Pumpkin. And I love you, Honey Bunny. Everybody be cool! This is a robbery! Any of you fucking pricks move... and I'll execute every one of you motherfuckers! You got that? You just be quiet! Get the fuck down! Get the fuck down! You, you're in a blind spot. Take your dames to that booth on the count of ten. Mexicans out of the fucking kitchen! One, two, three, four, five, six, seven, eight! Where the fuck are you going? You fucking yuppie! Get down! Hey, you, throw those bags! Fucking wanker! Move! Move! What the fuck are you doing? Move! The restaurant's ours! Move! Get down on the fucking floor! Grandpa, down! I'm the manager here... and there's no problem... no problem at all. You're going to give me a problem? No, sir, I'm not. I thought you said you're going to give me a fucking problem! You're going to give me a fucking problem? I think we got a hero here, Honey Bunny! Well, just execute him! I am not a hero. I'm just a coffee shop... Get the fuck down! The restaurant's ours! Just take whatever you want. You talk to the customers. Yeah. You tell them to be fucking cool... and everything will be over! Yeah. You understand me? Yes. Listen, everybody. Be calm... cooperate... and this will all be over in a minute. Get the fuck down! Well done. All right, now, people... I'm going to come around and collect your wallets. You don't fucking talk. You just throw them in the bag. Are we clear? I said, are we fucking clear? Good. Now wallets out. That's it. Get the fuck down. In the bag. In the fucking bag! I don't have nothing on me, man. What am I waiting for? In the fucking bag. Laura? Laura, tips. In the bag. Yeah. Is that a cellular phone? Yeah. In the fucking bag. Tidy up, tidy up. That's it. Now get the fuck down on the floor. In the bag. In the bag. What's in the case? My boss's dirty laundry. Your boss makes you do his laundry? When he wants it clean. Sounds like a shit job. Funny. I was thinking the same thing. Open it. Afraid I can't do that. I didn't hear you. Yes, you did. What's going on? Looks like we got a vigilante in our midst. Shoot him in the face. I hate to shatter your ego, but this ain't the first time... I've had a gun pointed at me. You don't take your hand off that case, it'll be your last. Stop causing problems! You'll get us all killed! Give 'em what you got and get 'em out of there! Shut the fuck up, fat man! This ain't none of your goddamn business. Be cool, Honey Bunny. Be cool. It's no problem. I got it under control. Now I'm going to count to three. If you don't open that case... I'm going to unload in your fucking face. We clear? One... two... three. OK, Ringo. You win. It's yours. Open it. What is it? Is that what I think it is? Mmhmm.;12385;12792
797;id_109;44;annotator1;Not Sure;['Speech', 'Exp of emotion'];['Hysterical shouting by woman'];204684;205741;tt0110912;Pulp Fiction;23.976;" It's beautiful. God damn it, what is it? You let him go! You let him go! Let go of him! Tell that bitch to be cool! I'm gonna kill you! Say, ""Bitch, be cool!"" Be cool, Honey Bunny! Say, ""Bitch, be cool!"" Be cool! Tell that fuckin' bitch to chill! Be cool, Honey Bunny! Chill that fuckin' bitch out! Chill out, Honey Bunny! Let go of him! Chill! Tell her it's going to be all right. It's going to be all right. Promise her! I promise! Tell her to chill! Just chill out, Honey Bunny! Now tell me her name. Yolanda. All right, now, Yolanda! We're not gonna do anything stupid, are we? Don't you hurt him! Nobody's gonna hurt anybody. We're all gonna be like three little Fonzies here. And what's Fonzie like? Come on, Yolanda, what's Fonzie like?!";12792;12858
798;id_110;44;annotator1;Easy Negative;[];[];205742;207945;tt0110912;Pulp Fiction;23.976; Come on, Yolanda, what's Fonzie like?! He's cool? What? Cool. Correctamundo! And that's what we're gonna be. We're gonna be cool. Now, Ringo, I'm gonna count to three. And when I count three... I want you to let go of your gun... put your palms flat on the table... and sit your ass down. But when you do it, you do it cool. You ready? One... two... three. OK, now you let him go! Yolanda, I thought you were gonna be cool. Now, when you yell at me, it makes me nervous. And when I get nervous, I get scared. And when motherfuckers get scared... that's when motherfuckers accidentally get shot. Just know, you hurt him, you die. Well, that seems to be the situation. But I don't want that, and you don't want that... and Ringo here definitely doesn't want that. So let's see what we can do. Now... here's the situation. Normally both your asses... would be dead as fuckin' fried chicken... but you happened to pull this shit... while I'm in a transitional period... and I don't want to kill you. I want to help you. But I can't give you this case, 'cause it don't belong to me.;12858;12996
799;id_111;44;annotator1;Not Sure;['Speech', 'Exp of emotion'];[];207946;208906;tt0110912;Pulp Fiction;23.976; But I can't give you this case, 'cause it don't belong to me. Besides, I been through too much shit over this case... to just hand it over to your dumb ass. Vincent! Be cool! Yolanda, it's cool, baby! It's cool! We still just talking! Come on, point the gun at me! Point the gun at me! There you go. Now, Vincent, you just hang back and don't do a goddamn thing. Tell her we're still cool. We're still cool, Honey Bunny. How we doing, baby? I... I gotta go pee. I want to go home. Just hang in there, baby. You're doin' great. I'm proud of you. And Ringo's proud of you. It's almost over.;12996;13056
800;id_112;44;annotator1;Not Sure;['Speech', 'Exp of emotion'];['More hysterical yelling'];208907;210769;tt0110912;Pulp Fiction;23.976;" It's almost over. Tell her you're proud of her. I'm proud of you, Honey Bunny. I love you. I love you, too, Honey Bunny. I want you to go in that bag and find my wallet. Which one is it? It's the one that says ""Bad Motherfucker."" That's it. That's my Bad Motherfucker. Open it up. Take out the money. Count it. How much is there? About $1,500. OK, put it in your pocket. It's yours. With the rest of those wallets and the register... that makes this a pretty successful little score. Jules, you give that fuckin' nimrod $1,500... and I'll shoot him on general principle. No, Yolanda, Yolanda! He ain't gonna do a goddamn motherfuckin' thing. Vince, shut the fuck up! Shut up!";13056;13173
801;id_113;44;annotator1;Easy Negative;[];[];210770;214206;tt0110912;Pulp Fiction;23.976;" Shut up! Come on, Yolanda, stay with me, baby. Now, I ain't givin' it to him, Vincent. I'm buyin' somethin' for my money. Wanna know what I'm buyin', Ringo? What? Your life. I'm givin' you that money... so I don't have to kill your ass. You read the Bible, Ringo? Not regularly, no. Well, there's this passage I got memorized. ""Ezekiel"" 25:17. ""The path of the righteous man is beset on all sides... ""by the inequities of the selfish... ""and the tyranny of evil men. ""Blessed is he who in the name of charity and good will... ""shepherds the weak through the Valley of Darkness... ""for he is truly his brother's keeper... ""and the finder of lost children. ""And I will strike down upon thee... ""with great vengeance and furious anger... ""those who attempt to poison and destroy My brothers. ""And you will know I am the Lord... ""when I lay My vengeance upon you."" Now, I been sayin' that shit for years. And if you heard it, that meant your ass. I never gave much thought to what it meant. I just thought it was some coldblooded shit... to say to a motherfucker before I popped a cap in his ass. But I saw some shit this mornin' made me think twice. See, now I'm thinkin'... maybe it means you're the evil man... and I'm the righteous man... and Mr. Ninemillimeter here... he's the shepherd protecting my righteous ass... in the Valley of Darkness. Or it could mean... you're the righteous man and I'm the shepherd... and it's the world that's evil and selfish. Now, I'd like that. But that shit ain't the truth. The truth is... you're the weak... and I am the tyranny of evil men. But I'm tryin', Ringo. I'm tryin' real hard to be the shepherd.";13173;13387
802;id_114;44;annotator1;Hard Negative;['Look'];['Being looked at'];214207;215461;tt0110912;Pulp Fiction;23.976; Go on. I think we should be leaving now. Yeah, that's probably a good idea. Downloaded From www.AllSubs.org;13387;13466
803;id_115;44;annotator1;Easy Negative;[];['Credits'];215462;221894;tt0110912;Pulp Fiction;23.976;;13466;13868
804;id_0;44;annotator2;Easy Negative;[];[];0;2551;tt0110912;Pulp Fiction;23.976;" Downloaded From www.AllSubs.org Forget it. It's too risky. I'm through doing that shit. You always say that, the same thing every time. ""I'm through, never again, too dangerous."" I know that's what I always say. I'm always right, too. But you forget about it in a day or two. Well, the days of me forgetting are over... and the days of me remembering have just begun. You know when you go on like this what you sound like? I sound like a sensible fucking man. You sound like a duck. Quack, quack, quack... Take heart, 'cause you're never gonna have to hear it again... since I'm never gonna do it again... you're never gonna have to hear me quack... about how I'm never gonna do it again. After tonight. Correct. I got all tonight to quack. Can I get anyone more coffee? Oh, yes. Thank you. You're welcome. I mean, the way it is now... you're taking the same risk as when you rob a bank. You take more of a risk. Banks are easier. Federal banks ain't supposed to stop you... in any way during a robbery. They're insured. Why should they give a fuck? You don't even need a gun in a federal bank. I heard about this one bloke... He walks into a bank with a portable phone. He gives the phone to the teller... bloke on the other end of the phone says... ""We got this guy's little girl. ""If you don't give him all your money... ""we're gonna kill her."" Did it work? Fucking way, it works. That's what I'm talking about! Knucklehead walks into a bank with a telephone... not a pistol, not a shotgun... a fucking phone. Cleans the place out. They don't even lift a fucking finger.";0;159
805;id_1;44;annotator2;Hard Negative;['Voice', 'Speech'];[];2552;2780;tt0110912;Pulp Fiction;23.976; They don't even lift a fucking finger. Did they hurt the little girl? I don't know. Probably never was a girl in the first place. The point isn't the girl. The point is... they robbed a bank with a telephone.;159;173
806;id_2;44;annotator2;Easy Negative;[];[];2781;3303;tt0110912;Pulp Fiction;23.976;" they robbed a bank with a telephone. You want to rob banks? I'm not saying I want to rob banks. If we did, it would be easier than what we been doing. No more liquor stores? What we been talking about? Yeah, no more liquor stores. Besides, it ain't the giggle it used to be. There's too many foreigners own liquor stores. Vietnamese, Koreans, they don't even speak fucking English. You tell 'em, ""Empty out the register..."" they don't know what the fuck you're talking about. They make it too personal. We keep on, one of these gook fucker's gonna make us kill him.";173;206
807;id_3;44;annotator2;Sure;['Voice', 'Posture'];[];3304;3460;tt0110912;Pulp Fiction;23.976; We keep on, one of these gook fucker's gonna make us kill him. I'm not gonna kill anybody. I don't want to kill anybody, either. But they'll probably put us in a situation... where it's us or them.;206;216
808;id_4;44;annotator2;Hard Negative;['Posture'];[];3461;3803;tt0110912;Pulp Fiction;23.976; where it's us or them. And if it's not the gooks, it's these old fucking Jews... who've owned the store for fifteen fucking generations. You got Grandpa Irving sitting behind the counter... with a fucking Magnum in his hand. Try walking into one of those places with nothing but a phone. See how far that gets you. Fuck it. We're out of it.;216;237
809;id_5;44;annotator2;Easy Negative;[];[];3804;4075;tt0110912;Pulp Fiction;23.976; See how far that gets you. Fuck it. We're out of it. Yeah, well, what then? Day jobs? Not in this life. What, then? Garcon! Coffee! This place.;237;254
810;id_6;44;annotator2;Sure;['Type of shot', 'Look'];[];4076;4242;tt0110912;Pulp Fiction;23.976;" Garcon means ""boy.""";254;265
811;id_7;44;annotator2;Easy Negative;[];[];4243;6057;tt0110912;Pulp Fiction;23.976; This place? A coffee shop? What's wrong with that? Nobody ever robs restaurants. Why not? Bars, liquor stores, gas stations... you get your head blown off sticking up one of them. Restaurants, on the other hand, you catch with their pants down. They're not expecting to get robbed. Not as expecting, anyway. I bet you could cut down on the hero factor... in a place like this. Correct. Same as banks, these places are insured. Manager... he don't give a fuck. He's just trying to get you out the door... before you start plugging the diners. Waitresses? Fucking forget it. No way they're taking a bullet for the register. Busboys, some wetback getting paid $1.50 an hour... really give a fuck you're stealing from the owner? Customers sitting with food in their mouths. They don't know what's going on. One minute they're having a Denver omelette... next minute, someone's sticking a gun in their face. See, I got the idea... last liquor store we stuck up. Remember? All the customers kept coming in? Yeah. You got the idea taking their wallets. Mmhmm. Now, that was a good idea. Thank you. Made more from the wallets than we did from the register. Yes, we did. People come to restaurants. A lot of wallets. Pretty smart, huh?;265;378
812;id_8;44;annotator2;Sure;['Body', 'Voice', 'Speech'];[];6058;6175;tt0110912;Pulp Fiction;23.976; Pretty smart, huh? Pretty smart.;378;385
813;id_9;44;annotator2;Easy Negative;[];[];6176;6513;tt0110912;Pulp Fiction;23.976; I'm ready. Let's do it. Right now, right here. Come on. All right. Same as last time, remember? You're crowd control. I handle employees.;386;407
814;id_10;44;annotator2;Hard Negative;['Clothing'];[];6514;6665;tt0110912;Pulp Fiction;23.976; I love you, Pumpkin. I love you, Honey Bunny.;407;416
815;id_11;44;annotator2;Easy Negative;[];[];6666;10185;tt0110912;Pulp Fiction;23.976; Everybody, be cool! This is a robbery! Any of you fucking pricks move... and I'll execute every motherfucking last one of you! Ha ha ha Jungle boogie, Jungle boogie Get it on Jungle boogie Jungle boogie Get it on Jungle boogie Get up with the boogie Jungle boogie Get up with the get down Jungle boogie Get down with the boogie Jungle boogie Come and shake it around;416;636
816;id_12;44;annotator2;Easy Negative;[];[];10186;12762;tt0110912;Pulp Fiction;23.976;" OK, so tell me again about the hash bars. OK. What you want to know? Hash is legal there, right? Yeah, it's legal, but it ain't 100% legal. You just can't walk into a restaurant... roll a joint, and start puffing away. I mean, they want you to smoke in your home... or certain designated places. And those are hash bars? Yeah, it breaks down like this. It's legal to buy it, it's legal to own it... and if you're the proprietor of a hash bar... it's legal to sell it. It's legal to carry it, but... but that doesn't matter... 'cause, get a load of this, all right? If you get stopped by a cop in Amsterdam... it's illegal for them to search you. I mean, that's a right the cops in Amsterdam don't have. Oh, man, I'm going. That's all there is to it. I'm fucking going. I know, baby. You'd dig it the most. But you know what the funniest thing about Europe is? What? It's the little differences. I mean, they got the same shit over there that they got here... but it's just a little different. Example? You can go to a movie theater in Amsterdam and buy a beer. And I don't mean just, like, in no paper cup. I'm talking about a glass of beer. And in Paris, you can buy a beer at McDonald's. And you know what they call... a QuarterPounder with Cheese in Paris? They don't call it a QuarterPounder with Cheese? No, man, they got the metric system there. They wouldn't know what the fuck a QuarterPounder is. What do they call it? They call it a ""Royale with Cheese."" ""Royale with Cheese."" That's right. What do they call a Big Mac? Big Mac's a Big Mac, but they call it ""Le Big Mac."" ""Le Big Mac."" Ha ha ha ha. What do they call a Whopper? I don't know. I didn't go into Burger King. You know what they put on French fries in Holland... instead of ketchup? What? Mayonnaise. Goddamn! Ha ha ha. I've seen 'em do it, man. They fucking drown 'em in that shit. Yuck. We should have shotguns for this kind of deal.";636;797
817;id_13;44;annotator2;Easy Negative;[];[];12763;14550;tt0110912;Pulp Fiction;23.976;" How many up there? Three or four. That's counting our guy? I'm not sure. So that means it could be up to five guys up there? It's possible. We should have fucking shotguns. What's her name? Mia. Mia. How did Marsellus and her meet? I don't know. However people meet people. She used to be an actress. Oh, really? She do anything I'd have seen? I think her biggest deal was she starred in a pilot. Pilot? What's a pilot? Well, you know the shows on TV? I don't watch TV. Yeah, but you are aware... that there's an invention called television... and on this invention they show shows, right? Yeah. The way they pick TV shows, they make one show. That show's called a pilot. Then they show that one show to the people who pick shows... and on the strength of that one show... they decide if they want to make more shows. Some get chosen and become television programs. Some don't, become nothing. She starred in one of the ones that became nothing. You remember Antwan Rockamora? Halfblack, halfSamoan... used to call him ""Tony Rocky Horror""? Yeah, maybe. Fat, right? I wouldn't go so far as to call the brother fat. I mean, he got a weight problem. What's the nigger gonna do, he's Samoan.";797;909
818;id_14;44;annotator2;Hard Negative;['Speech'];[];14551;15188;tt0110912;Pulp Fiction;23.976; What's the nigger gonna do, he's Samoan. Yeah, I think I know who you mean. What about him? Well, Marsellus fucked him up good. Word around the campfire is... it was on account of Marsellus Wallace's wife. So, what'd he do, fuck her? No, no, no, no, no. Nothing that bad. Well, then, what, then? Gave her a foot massage.;909;949
819;id_15;44;annotator2;Easy Negative;[];[];15189;16027;tt0110912;Pulp Fiction;23.976; A foot massage? That's it? Mmhmm. Then what did Marsellus do? Sent a couple of cats over to his place. They took him out on his patio, threw his ass over the balcony. Nigger fell four stories. They had a little garden down at the bottom... enclosed in glass, like a greenhouse. Nigger fell through that. Since then, he kind of developed a speech impediment. That's a damn shame. But still, I have to say... you play with matches, you get burned.;949;1001
820;id_16;44;annotator2;Sure;['Speech'];[];16028;16189;tt0110912;Pulp Fiction;23.976; you play with matches, you get burned. What do you mean? You don't be giving Marsellus Wallace's new bride... a foot massage. You don't think he overreacted?;1001;1011
821;id_17;44;annotator2;Easy Negative;[];[];16190;16273;tt0110912;Pulp Fiction;23.976; You don't think he overreacted? Well, Antwan probably didn't expect Marsellus... to react the way he did, but he had to expect a reaction.;1011;1017
822;id_18;44;annotator2;Hard Negative;['Speech'];[];16274;16668;tt0110912;Pulp Fiction;23.976; to react the way he did, but he had to expect a reaction. It was a foot massage. A foot massage is nothing. I give my mother a foot massage. No, it's laying hands in a familiar way... on Marsellus' new wife. I mean, is it as bad as eating her pussy out? No, but it's the same fucking ballpark. Whoa, whoa, whoa, stop right there.;1017;1041
823;id_19;44;annotator2;Hard Negative;['Speech'];[];16669;16749;tt0110912;Pulp Fiction;23.976; Whoa, whoa, whoa, stop right there. Eating a bitch out and giving a bitch a foot massage... ain't even the same fucking thing.;1041;1046
824;id_20;44;annotator2;Hard Negative;['Speech'];[];16750;17208;tt0110912;Pulp Fiction;23.976; ain't even the same fucking thing. It's not. It's the same ballpark. Ain't no fucking ballpark, neither. Now, look, maybe your method of massage differs from mine... but you know touching his wife's feet... and sticking your tongue in her holiest of holies... ain't the same fucking ballpark. It ain't the same league. It ain't even the same fucking sport. Look, foot massages don't mean shit. Have you ever given a foot massage?;1046;1075
825;id_21;44;annotator2;Easy Negative;[];[];17209;18013;tt0110912;Pulp Fiction;23.976; Have you ever given a foot massage? Don't be telling me about foot massages. I'm the foot fucking master. You given a lot of 'em? Shit, yeah. Got my technique down and everything. I don't be tickling or nothing. Would you give a guy a foot massage? Fuck you. You given 'em a lot? Fuck you. You know, I'm kind of tired. I could use a foot massage myself. Yo, yo, yo, man. You best back off. I'm getting a little pissed here. This is the door. There it is.;1075;1125
826;id_22;44;annotator2;Easy Negative;[];[];18014;18839;tt0110912;Pulp Fiction;23.976; What time you got? 7:22 in the a.m. No, it ain't quite time yet. Come on. Let's hang back. Just 'cause I wouldn't give no man a foot massage... don't make it right for Marsellus... to throw Antwan off a building... into a glass motherfucking house... fucking up the way the nigger talks. That shit ain't right. Motherfucker do that shit to me, he better paralyze my ass... 'cause I'd kill the motherfucker... you know what I'm saying? I ain't saying it's right. But you're saying a foot massage don't mean nothing... and I'm saying it does.;1125;1177
827;id_23;44;annotator2;Hard Negative;['Speech'];[];18840;19523;tt0110912;Pulp Fiction;23.976; and I'm saying it does. I've given a million ladies a million foot massages... and they all meant something. Now, we act like they don't, but they do. That's what's so fucking cool about 'em. There's a sensuous thing going on where, you know... you don't talk about it, but you know it, and she knows it. Fucking Marsellus knew it... and Antwan should've fucking better known better. I mean, that's his fucking wife, man. This ain't a man with a sense of humor about this shit. You know what I'm saying? It's an interesting point.;1177;1220
828;id_24;44;annotator2;Easy Negative;[];[];19524;19734;tt0110912;Pulp Fiction;23.976; It's an interesting point. Come on. Let's get into character.;1220;1233
829;id_25;44;annotator2;Hard Negative;['Speech'];[];19735;20576;tt0110912;Pulp Fiction;23.976; What's her name again? Mia. Mia. Why you so interested in big man's wife? Well, he's going out of town, Florida... and he asked me if I'd take care of her while he's gone. Take care of her? No, man. Just take her out. You know, show her a good time. Make sure she don't get lonely. You're gonna be taking Mia Wallace out on a date? It is not a date. It's just like if you were going to take your buddy's wife... to a movie or something. It's just good company, that's all.;1233;1285
830;id_26;44;annotator2;Easy Negative;[];[];20577;25016;tt0110912;Pulp Fiction;23.976; It's not a date. It's definitely not a date. Hey, kids. How you boys doing? Hey, keep chilling. You know who we are? We're associates of your business partner... Marsellus Wallace. You do remember your business partner, don't you? Let me take a wild guess here. You're Brett, right? Yeah. I thought so. You remember your business partner Marsellus Wallace... don't you, Brett? Yeah, I remember him. Good. Looks like me and Vincent caught you boys at breakfast. Sorry about that. What you having? Hamburgers. Hamburgers! The cornerstone of any nutritious breakfast. What kind of hamburgers? Chchcheeseburgers. No, no, no, no. Where'd you get 'em? McDonald's, Wendy's, JackintheBox, where? Um, Big Kahuna Burger. Big Kahuna Burger. That's that Hawaiian burger joint. I hear they got some tasty burgers. I ain't never had one myself. How are they? They're good. You mind if I try one of yours? This is yours here, right? Yeah. Mmm! This is a tasty burger. Vincent, you ever had a Big Kahuna Burger? Want a bite? They're real tasty. I ain't hungry. If you like burgers, give 'em a try sometime. Me, I can't usually get 'em... 'cause my girlfriend's a vegetarian... which pretty much makes me a vegetarian... But I do love the taste of a good burger. Mmm. You know what they call... a QuarterPounder with Cheese in France? No. Tell him, Vincent. Royale with Cheese. Royale with Cheese. You know why they call it that? Because of the metric system? Check out the big brain on Brett! You're a smart motherfucker. That's right. The metric system. What's in this? Sprite. Sprite, good. You mind if I have some of your tasty beverage... to wash this down with? Go right ahead. Ahh. That hit the spot. You, Flock of Seagulls. You know why we're here? Why don't you tell my man Vince here...;1286;1563
831;id_27;44;annotator2;Hard Negative;['Speech'];[];25017;25185;tt0110912;Pulp Fiction;23.976; Why don't you tell my man Vince here... where you got the shit hid at? It's over there. I don't remember asking you a goddamn thing!;1563;1574
832;id_28;44;annotator2;Easy Negative;[];[];25186;26449;tt0110912;Pulp Fiction;23.976; You were saying? It's in the cupboard. Nno. The one by your knknees. We happy? Vincent? We happy? Yeah, we happy. Pbbbt. Look... I'm sorry, uh, I... I didn't get your name. I got yours. Uh, Vincent, right? But... but I... I never got yours. My name's Pitt...;1574;1653
833;id_29;44;annotator2;Hard Negative;['Voice', 'Posture', 'Activities', 'Exp of emotion'];[];26450;27480;tt0110912;Pulp Fiction;23.976;" My name's Pitt... and your ass ain't talking your way out of this shit. No, no, no. I just want you to know how... I just want you to know how sorry we are... that things got so fucked up with us and... and Mr. Wallace. Wwe got into this thing with the best intentions. I never... Oh, I'm sorry. Did I break your concentration? I didn't mean to do that. Please, continue. You were saying something about ""best intentions."" What's the matter? Oh, yyou were finished? Oh, well, allow me to retort.";1653;1717
834;id_30;44;annotator2;Sure;['Voice', 'Posture', 'Activities', 'Exp of emotion'];['activites because violence'];27481;27978;tt0110912;Pulp Fiction;23.976;" What does Marsellus Wallace look like? What? What country are you from? Whwhat? ""What"" ain't no country I ever heard of! They speak English in ""What""? Whwhat? English, motherfucker! Do you speak it? Yes! Then you know what I'm saying. Yes! Describe what Marsellus Wallace looks like!";1717;1748
835;id_31;44;annotator2;Sure;['Voice', 'Posture', 'Speech', 'Activities', 'Exp of emotion'];['activites because violence'];27979;28565;tt0110912;Pulp Fiction;23.976;" Describe what Marsellus Wallace looks like! What? I... Say ""what"" again! Say ""what"" again! I dare you! I doubledare you, motherfucker! Say ""what"" one more goddamn time! Hhhe's black. Go on! He's bald. Does he look like a bitch? What? Oww! Aah! Does he look like a bitch? No!";1748;1785
836;id_32;44;annotator2;Sure;['Voice', 'Posture', 'Activities', 'Exp of emotion'];['activites because violence'];28566;29064;tt0110912;Pulp Fiction;23.976;" Does he look like a bitch? No! Then why you try to fuck him like a bitch, Brett? I didn't. Yes, you did. Yes, you did, Brett! You tried to fuck him. No. Marsellus Wallace don't like to be fucked... by anybody except Mrs. Wallace. You read the Bible, Brett? Yyes. Well, there's this passage I got memorized... sort of fits this occasion. ""Ezekiel"" 25:17.";1785;1816
837;id_33;44;annotator2;Sure;['Posture', 'Activities', 'Exp of emotion'];['activites because violence'];29065;29850;tt0110912;Pulp Fiction;23.976;" sort of fits this occasion. ""Ezekiel"" 25:17. ""The path of the righteous man is beset on all sides... ""by the inequities of the selfish... ""and the tyranny of evil men. ""Blessed is he who in the name of charity and good will... ""shepherds the weak through the Valley of Darkness... ""for he is truly his brother's keeper... ""and the finder of lost children. ""And I will strike down upon thee... ""with great vengeance and furious anger...";1816;1865
838;id_34;44;annotator2;Hard Negative;['Voice', 'Posture', 'Activities'];['activites because violence'];29851;30187;tt0110912;Pulp Fiction;23.976;" ""with great vengeance and furious anger... ""those who attempt to poison and destroy My brothers. ""And you will know My name is the Lord... ""when I lay My vengeance upon thee!"" No!";1865;1886
839;id_35;44;annotator2;Easy Negative;[];[];30188;34984;tt0110912;Pulp Fiction;23.976;" No! Let's stay together I think you're gonna find... when all this shit is over and done... I think you're gonna find yourself... one smilin' motherfucker. Thing is, Butch, right now you got ability. But painful as it may be, ability don't last. And your days are just about over. Now, that's a hard motherfuckin' fact of life... but that's a fact of life... your ass is gonna have to get realistic about. See, this business is filled to the brim... with unrealistic motherfuckers... motherfuckers who thought their ass would age like wine. If you mean it turns to vinegar, it does. If you mean it gets better with age, it don't. Besides, Butch... how many fights you think you got in you, anyway? Hmm? Two? Boxers don't have an Oldtimer's Day. You came close, but you never made it. And if you were gonna make it... You would have made it before now. Good or bad Or happy or sad Ooh, ooh, ooh Ooh, ooooh, ooh Yeah You my nigger? It certainly appears so. Night of the fight, you may feel a slight sting. That's pride fucking with you. Fuck pride! Pride only hurts. It never helps. You fight through that shit. 'Cause a year from now... when you're kickin' it in the Caribbean... you're gonna say to yourself, ""Marsellus Wallace was right."" Ha ha ha. I got no problem with that, Mr. Wallace. In the fifth, your ass goes down. Say it. In the fifth, my ass goes down.";1886;2186
840;id_36;44;annotator2;Easy Negative;[];[];34985;35763;tt0110912;Pulp Fiction;23.976; Yo, Vincent Vega, our man in Amsterdam. Jules Winnfield, our man in Inglewood. Get your asses on in here! Goddamn, nigger! What's up with them clothes? You don't even want to know. Where's the big man? Big man's right over there taking care of some business. Why don't you hang back for a second or two, you know? You see the white boy leave, just go on over. How you been? I've been doing pretty good. How 'bout yourself? All right.;2186;2235
841;id_37;44;annotator2;Hard Negative;['Speech'];[];35764;36053;tt0110912;Pulp Fiction;23.976; All right. So, I hear you're taking Mia out tomorrow? At Marsellus' request. Have you met Mia?;2235;2253
842;id_38;44;annotator2;Easy Negative;[];[];36054;37916;tt0110912;Pulp Fiction;23.976; Have you met Mia? Not yet. What's so fucking funny? Not a goddamn thing. I got to piss. Look, I'm not a fucking idiot, all right? It's the big man's wife. I'm gonna sit across from her... chew my food with my mouth closed... laugh at her fucking jokes, and that's it. Hey, my name's Paul, and this shit's between y'all. Then what did you fucking ask me about it for? Asshole. Give me a pack of Red Apples. Filters? Nah. You looking at something, friend? You ain't my friend, palooka. What was that? I think you heard me just fine, punchy. Vincent Vega's in the house? My nigger. Get your ass over here. You'd never do that to me What's up? I'm sorry. Don't worry about it. Pack of Red Apples. $1.40. And some matches. Here's what I want to do Hey;2253;2369
843;id_39;44;annotator2;Hard Negative;['Voice', 'Speech'];[];37917;38265;tt0110912;Pulp Fiction;23.976; Hey We ought to stay together It's as if it turns... every part of your body into the tip of a penis. Wow. I'll lend it to you. It's a great book on piercing. Well, you see how they use that gun... to pierce your ears?;2369;2391
844;id_40;44;annotator2;Easy Negative;[];[];38266;38482;tt0110912;Pulp Fiction;23.976; to pierce your ears? They don't use that to pierce your nipples, too, do they? Forget that gun. That gun goes against the entire idea behind piercing. All my piercing, eighteen places on my body... every one of 'em done with a needle.;2391;2405
845;id_41;44;annotator2;Hard Negative;['Voice', 'Speech'];[];38483;39043;tt0110912;Pulp Fiction;23.976; every one of 'em done with a needle. Five in each ear. One through the nipple of my left breast. Two in my right nostril. One in my left eyebrow. One in my belly. One in my lip. One in my clit. And I wear a stud in my tongue. Excuse me. I was just curious, but, um... why would you wear a stud in your tongue? It's a sex thing. Helps fellatio.;2405;2440
846;id_42;44;annotator2;Easy Negative;[];[];39044;41326;tt0110912;Pulp Fiction;23.976; It's a sex thing. Helps fellatio. Vincenzo. Step into my office. This is Panda, from Mexico. Very good stuff. Now, that's Bava. Different, but equally good. And that is Choco, from the Hartz Mountains of Germany. Now, the first two are the same... 300 a gram. Those are friend prices. But this one is a little more expensive. This is 500 a gram, but when you shoot it... you will know where that extra money went. Now, there's nothing wrong with these two. This is real, real, real good shit. But this one is a fucking madman. Remember, I just got back from Amsterdam. Am I a nigger? Are we in Inglewood? No. You're in my home. Now, white people who know the difference... between good shit and bad shit, this is the house they come to. Now, my shit, I'll take the Pepsi Challenge... with that Amsterdam shit any old day of the fucking week. That's a bold statement. This ain't Amsterdam, Vince. This is a seller's market. Coke is fucking dead as... dead. Heroin is coming back in a big fucking way. All right, give me three grams of madman. If it's as good as you say it is... I'll come back and buy another thousand. Well, I just hope that I still have some left for you. But... I'm giving you some out of my own private stash. That is what a nice guy I am. Hey, I'm out of balloons. Is a baggie all right?;2440;2582
847;id_43;44;annotator2;Hard Negative;['Voice', 'Speech'];[];41327;41514;tt0110912;Pulp Fiction;23.976; Hey, I'm out of balloons. Is a baggie all right? Yeah, that's cool. All right. I'll just get one for you. Honey, will you get me some baggies... and, uh, twistix from the kitchen?;2582;2594
